x1,x2,y
1.90756725753191,0.3258651323941302,0
2.270543675093187,2.2588165178373942,0
2.3230857255013344,1.4666014333202204,0
0.7524188625064847,2.684304872635828,0
2.8372289291412396,2.2381491692338726,0
1.7589792618689062,3.873314228487936,0
-0.15311504419753152,2.2940196261525094,0
3.3859352518333123,1.0587558372352734,0
1.981423866028213,3.041335022854782,0
1.2429280860033054,-0.07589068750502337,0
3.102238155488955,1.014236936831125,0
-0.11604662481718275,3.8275934341897075,0
3.7649531887953303,1.8435484270431095,0
2.6092367066360898,1.8348368507031303,0
3.9035620229339885,0.9035570192872391,0
1.5012313444151915,0.7737476590731049,0
2.868569546125781,1.606635967220704,0
1.7705083355799929,1.5097870972997252,0
3.635799527179026,2.7581600490549434,0
0.23273685182667925,1.3031210324694467,0
0.741402902907154,2.569347649272583,0
4.3651769976757535,0.5312864701090976,0
2.40622675369566,1.5708057786563947,0
1.4750696394098395,3.324516320711399,0
0.9478831002781878,1.332514011205782,0
0.8032415922826548,1.4351577537552058,0
2.5219259427756926,1.5790625507684768,0
1.6796435327653616,2.4589451109264893,0
0.759322109161191,1.0706557544324546,0
3.5463272033020496,1.7301345009460332,0
3.1484613970912685,2.2434536192444097,0
1.544359287927892,0.7645415268836075,0
2.3404442328243302,1.694697786557705,0
2.761117370082715,2.003907248487277,0
2.3516203714027024,2.470254469044377,0
3.319399591940903,2.4236349256285665,0
2.531402199200715,1.7314111243249584,0
0.5791331154820556,0.5564454963917185,0
0.8431289791211467,2.516890895466771,0
1.5141366468675903,2.2133313678291975,0
0.03646092667525558,3.3748511017326637,0
0.08212406208227963,1.5028772947773745,0
4.31726132796801,2.313624599906666,0
2.311938134196914,2.702749701958882,0
0.5751437375429191,2.2291284792077204,0
1.7611868119239895,2.0968181879487173,0
2.256045809587291,1.016303818434643,0
1.5267279807422136,2.5290104992525215,0
0.761562229675218,1.7904161100780769,0
2.6148044299008517,1.8190629539460945,0
3.8392437339537144,0.5103591545762147,0
2.116977464189617,0.7539562255618877,0
1.4179432430969627,2.3691848226739762,0
